library_id,total_spots,total_bases,taxonomy_id,ScientificName,kingdom,phylum,class,order,family,genus,species
"SRR022747", 266639, 149310657, 457430, " Streptomyces filamentosus NRRL 11379", " Bacteria", " NA", " Actinomycetia", " Streptomycetales", " Streptomycetaceae", " Streptomyces", " Streptomyces filamentosus"
"SRR8714534", 2251468, 1130236936, 2541730, " Frankia sp. B2", " Bacteria", " NA", " Actinomycetia", " Frankiales", " Frankiaceae", " Frankia", " Frankia sp. B2"
"SRR12778130", 1994076, 1200433752, 2698649, " Kibdelosporangium persicum", " Bacteria", " NA", " Actinomycetia", " Pseudonocardiales", " Pseudonocardiaceae", " Kibdelosporangium", " Kibdelosporangium persicum"
"SRR7795476", 163482, 2207554758, 2211446, " Tsukamurella sp. E7", " Bacteria", " NA", " Actinomycetia", " Corynebacteriales", " Tsukamurellaceae", " Tsukamurella", " Tsukamurella sp. E7"
"SRR12765273", 24000, 102838864, 2759943, " Protaetiibacter sp. SSC-01", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Microbacteriaceae", " Protaetiibacter", " Protaetiibacter sp. SSC-01"
"SRR1745375", 967649, 287716681, 1592326, " Actinobacteria bacterium OK006", " Bacteria", " NA", " Actinomycetia", " NA", " NA", " NA", " Actinobacteria bacterium OK006"
"SRR3723719", 197126, 399159171, 1449355, " Streptomyces yeochonensis CN732", " Bacteria", " NA", " Actinomycetia", " Streptomycetales", " Streptomycetaceae", " Actinacidiphila", " Actinacidiphila yeochonensis"
"SRR000280", 522183, 138619860, 452863, " Pseudarthrobacter chlorophenolicus A6", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Micrococcaceae", " Pseudarthrobacter", " Pseudarthrobacter chlorophenolicus"
"SRR21922640", 2321226, 583167161, 2916182, " Kocuria sp. p3-SID1428", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Micrococcaceae", " Kocuria", " Kocuria sp. p3-SID1428"
"SRR10444973", 6997423, 2113221746, 1500953, " Brevibacteriaceae bacterium JGI ETNP_125m_186_E10", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Brevibacteriaceae", " NA", " Brevibacteriaceae bacterium JGI ETNP_125m_186_E10"
"SRR12066382", 3456859, 1043971418, 2746961, " Streptomyces caniscabiei", " Bacteria", " NA", " Actinomycetia", " Streptomycetales", " Streptomycetaceae", " Streptomyces", " Streptomyces caniscabiei"
"SRR21922709", 2401616, 623213721, 2916159, " Gordonia sp. p3-SID1431", " Bacteria", " NA", " Actinomycetia", " Corynebacteriales", " Gordoniaceae", " Gordonia", " Gordonia sp. p3-SID1431"
"SRR6654107", 2723546, 822510892, 2080572, " Rathayibacter sp. AY2B9", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Microbacteriaceae", " Rathayibacter", " Rathayibacter sp. AY2B9"
"SRR089543", 255039, 106264631, 762948, " Rothia dentocariosa ATCC 17931", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Micrococcaceae", " Rothia", " Rothia dentocariosa"
"SRR14455659", 2315826, 678657199, 2825844, " Streptomyces sp. Go40/10", " Bacteria", " NA", " Actinomycetia", " Streptomycetales", " Streptomycetaceae", " Streptomyces", " Streptomyces sp. Go40/10"
"SRR067979", 603798, 306462314, 188626, " Dermacoccus sp. Ellin185", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Dermacoccaceae", " Dermacoccus", " Dermacoccus sp. Ellin185"
"DRR161235", 2126441, 425288200, 1286181, " Mycolicibacterium arabiense", " Bacteria", " NA", " Actinomycetia", " Corynebacteriales", " Mycobacteriaceae", " Mycolicibacterium", " Mycolicibacterium arabiense"
"SRR8784748", 2689548, 1350153096, 2559614, " Rhodococcus sp. 1R11", " Bacteria", " NA", " Actinomycetia", " Corynebacteriales", " Nocardiaceae", " Rhodococcus", " Rhodococcus sp. 1R11"
"SRR7527207", 3099284, 913450252, 82135, " Fannyhessea vaginae", " Bacteria", " NA", " Actinomycetia", " Actinomycetales", " Actinomycetaceae", " Fannyhessea", " Fannyhessea vaginae"
"SRR6654099", 3026596, 914031992, 2080574, " Pseudoclavibacter sp. RFBB5", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Microbacteriaceae", " Pseudoclavibacter", " Pseudoclavibacter sp. RFBB5"
"SRR3924416", 7988726, 287594136, 710696, " Intrasporangium calvum DSM 43043", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Intrasporangiaceae", " Intrasporangium", " Intrasporangium calvum"
"SRR21922759", 1387550, 357581790, 37923, " Rothia kristinae", " Bacteria", " NA", " Actinomycetia", " Micrococcales", " Micrococcaceae", " Rothia", " Rothia kristinae"
"SRR1801752", 6419022, 1925706600, 1408452, " Mycobacterium genavense ATCC 51234", " Bacteria", " NA", " Actinomycetia", " Corynebacteriales", " Mycobacteriaceae", " Mycobacterium", " Mycobacterium genavense"
"SRR17248896", 4951760, 988828994, 2903524, " Streptomyces sp. IBSBF 3136", " Bacteria", " NA", " Actinomycetia", " Streptomycetales", " Streptomycetaceae", " Streptomyces", " Streptomyces sp. IBSBF 3136"
"SRR12513848", 8894990, 2500202833, 2585196, " Streptomyces smaragdinus", " Bacteria", " NA", " Actinomycetia", " Streptomycetales", " Streptomycetaceae", " Streptomyces", " Streptomyces smaragdinus"
"SRR3490922", 24957978, 3743696700, 1380388, " Nocardioides sp. URHA0032", " Bacteria", " NA", " Actinomycetia", " Propionibacteriales", " Nocardioidaceae", " Nocardioides", " Nocardioides sp. URHA0032"
"SRR12513847", 13908815, 6295191290, 2585198, " Nocardia macrotermitis", " Bacteria", " NA", " Actinomycetia", " Corynebacteriales", " Nocardiaceae", " Nocardia", " Nocardia macrotermitis"
"SRR036086", 299013, 154126591, 566552, " Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043", " Bacteria", " NA", " Actinomycetia", " Bifidobacteriales", " Bifidobacteriaceae", " Bifidobacterium", " Bifidobacterium catenulatum"
"SRR11608285", 2155392, 650928384, 142834, " Gluconacetobacter azotocaptans", " Bacteria", " NA", " Alphaproteobacteria", " Rhodospirillales", " Acetobacteraceae", " Gluconacetobacter", " Gluconacetobacter azotocaptans"
"SRR17438219", 83076, 34164728, 405005, " Hansschlegelia zhihuaiae", " Bacteria", " Proteobacteria", " Alphaproteobacteria", " Rhizobiales", " Methylocystaceae", " Hansschlegelia", " Hansschlegelia zhihuaiae"
"SRR386728", 81741, 172537129, 272943, " Cereibacter sphaeroides 2.4.1", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Rhodobacteraceae", " Cereibacter", " Cereibacter sphaeroides"
"SRR3151566", 3411630, 682326000, 384, " Rhizobium leguminosarum", " Bacteria", " NA", " Alphaproteobacteria", " Rhizobiales", " Rhizobiaceae", " Rhizobium", " Rhizobium leguminosarum"
"SRR12282695", 5032879, 1509863700, 2755554, " Sphingomonas sp. CGMCC 1.13658", " Bacteria", " NA", " Alphaproteobacteria", " Sphingomonadales", " Sphingomonadaceae", " Sphingomonas", " Sphingomonas sp. CGMCC 1.13658"
"SRR647572", 990226, 200025652, 1160195, " Brucella abortus F3/01", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Brucellaceae", " Brucella", " Brucella abortus"
"SRR20069851", 127973, 38647846, 1064539, " Azospirillum baldaniorum", " Bacteria", " NA", " Alphaproteobacteria", " Rhodospirillales", " Azospirillaceae", " Azospirillum", " Azospirillum baldaniorum"
"SRR5165464", 55238, 104105581, 536018, " Mesorhizobium australicum", " Bacteria", " NA", " Alphaproteobacteria", " Rhizobiales", " Phyllobacteriaceae", " Mesorhizobium", " Mesorhizobium australicum"
"SRR3476317", 1365151, 412275602, 246200, " Ruegeria pomeroyi DSS-3", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Roseobacteraceae", " Ruegeria", " Ruegeria pomeroyi"
"SRR6055534", 446127, 268568454, 382, " Sinorhizobium meliloti", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Sinorhizobium", " Sinorhizobium meliloti"
"SRR3503780", 8175248, 1226287200, 1123061, " Roseomonas lacus DSM 19439", " Bacteria", " NA", " Alphaproteobacteria", " Rhodospirillales", " Acetobacteraceae", " Roseomonas", " Roseomonas lacus"
"SRR11792249", 4318528, 1304195456, 28105, " Sinorhizobium", " Bacteria", " NA", " Alphaproteobacteria", " Rhizobiales", " Rhizobiaceae", " Sinorhizobium", " Sinorhizobium americanum"
"SRR4253616", 6062253, 3548688927, 653954, " Sphingomonas haloaromaticamans", " Bacteria", " NA", " Alphaproteobacteria", " Sphingomonadales", " Sphingomonadaceae", " Sphingomonas", " Sphingomonas haloaromaticamans"
"SRR20737949", 54494, 790888563, 1176649, " Agrobacterium fabrum", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Agrobacterium", " Agrobacterium fabrum"
"SRR17584842", 3340005, 1002001500, 221822, " Phaeobacter inhibens", " Bacteria", " Proteobacteria", " Alphaproteobacteria", " Rhodobacterales", " Rhodobacteraceae", " Phaeobacter", " Phaeobacter inhibens"
"SRR3880377", 281358, 704223099, 1842539, " Bosea sp. RAC05", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Boseaceae", " Bosea", " Bosea sp. RAC05"
"SRR7784284", 163482, 1976385835, 1116230, " Wolbachia pipientis wAlbB", " Bacteria", " NA", " Alphaproteobacteria", " Rickettsiales", " Anaplasmataceae", " Wolbachia", " Wolbachia pipientis"
"SRR3634485", 9402297, 940229700, 272942, " Rhodobacter capsulatus SB 1003", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Rhodobacteraceae", " Rhodobacter", " Rhodobacter capsulatus"
"SRR1791657", 1618863, 305965107, 1076, " Rhodopseudomonas palustris", " Bacteria", " NA", " Alphaproteobacteria", " Rhizobiales", " Bradyrhizobiaceae", " Rhodopseudomonas", " Rhodopseudomonas palustris"
"SRR4142446", 51492, 124971920, 1079460, " Rhizobium mongolense USDA 1844", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Rhizobium", " Rhizobium mongolense"
"SRR641720", 940710, 190023420, 1160213, " Brucella melitensis UK23/06", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Brucellaceae", " Brucella", " Brucella melitensis"
"SRR20037508", 137560, 41543120, 93064, " Sphingomonas koreensis", " Bacteria", " Proteobacteria", " Alphaproteobacteria", " Sphingomonadales", " Sphingomonadaceae", " Sphingomonas", " Sphingomonas koreensis"
"SRR20040611", 1516683, 458038266, 398580, " Dinoroseobacter shibae DFL 12 = DSM 16493", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Roseobacteraceae", " Dinoroseobacter", " Dinoroseobacter shibae"
"SRR16348884", 6379112, 1913733600, 538381, " Stappia indica", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Rhodobacteraceae", " Stappia", " Stappia indica"
"SRR13528957", 130089, 1765484934, 1335043, " Paradevosia shaoguanensis", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Devosiaceae", " Paradevosia", " Paradevosia shaoguanensis"
"SRR960785", 9507944, 1920604688, 1388744, " Brucella suis 06-791-1309", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Brucellaceae", " Brucella", " Brucella suis"
"SRR11174018", 5782170, 3177912744, 358, " Agrobacterium tumefaciens", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Agrobacterium", " Agrobacterium tumefaciens"
"SRR11558427", 163482, 90582690, 1545044, " Paracoccus sanguinis", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Rhodobacteraceae", " Paracoccus", " Paracoccus sanguinis"
"SRR651190", 1152877, 232881154, 437685, " Brucella sp. UK5/01", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Brucellaceae", " Brucella", " Brucella sp. UK5/01"
"SRR10900511", 25436400, 12330292013, 1812112, " Wolbachia endosymbiont of Dipetalonema caudispina", " Bacteria", " NA", " Alphaproteobacteria", " Rickettsiales", " Anaplasmataceae", " Wolbachia", " Wolbachia endosymbiont of Dipetalonema caudispina"
"SRR3927470", 41345327, 6284489704, 754500, " Bradyrhizobium sp. WSM1417", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Nitrobacteraceae", " Bradyrhizobium", " Bradyrhizobium sp. WSM1417"
"SRR9136339", 30204, 90921515, 1279031, " Agrobacterium sp. 33MFTa1.1", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Agrobacterium", " Agrobacterium sp. 33MFTa1.1"
"DRR240118", 3819086, 1145725800, 318683, " Gluconobacter albidus", " Bacteria", " NA", " Alphaproteobacteria", " Rhodospirillales", " Acetobacteraceae", " Gluconobacter", " Gluconobacter albidus"
"SRR1587675", 7803440, 2341032000, 1380394, " Rhodospirillales bacterium URHD0088", " Bacteria", " NA", " Alphaproteobacteria", " Rhodospirillales", " NA", " NA", " Rhodospirillales bacterium URHD0088"
"SRR3947676", 10268664, 3080599200, 1123501, " Wenxinia marina DSM 24838", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Roseobacteraceae", " Wenxinia", " Wenxinia marina"
"SRR3721808", 115838, 398988452, 1382303, " Caulobacteraceae bacterium PMMR1", " Bacteria", " NA", " Alphaproteobacteria", " Caulobacterales", " Caulobacteraceae", " NA", " Caulobacteraceae bacterium PMMR1"
"SRR5358537", 820225, 115306668, 110321, " Sinorhizobium medicae", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Sinorhizobium", " Sinorhizobium medicae"
"SRR1801759", 6896910, 2069073000, 1408318, " Bartonella vinsonii subsp. berkhoffii ATCC 51672", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Bartonellaceae", " Bartonella", " Bartonella vinsonii"
"SRR5120116", 115624, 1074290390, 1914541, " Rhizobium sp. Y9", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Rhizobium", " Rhizobium sp. Y9"
"SRR5015082", 163482, 3811720095, 1914870, " Kordiimonadales bacterium IMCC3096", " Bacteria", " NA", " Alphaproteobacteria", " Kordiimonadales", " NA", " NA", " Kordiimonadales bacterium IMCC3096"
"SRR9732337", 110084, 671059930, 2598162, " Agrobacterium sp. mfec-22", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Agrobacterium", " Agrobacterium sp. mfec-22"
"SRR12089708", 9047814, 2732439828, 438, " Acetobacter pasteurianus", " Bacteria", " NA", " Alphaproteobacteria", " Rhodospirillales", " Acetobacteraceae", " Acetobacter", " Acetobacter pasteurianus"
"SRR11174066", 4772878, 1441409156, 373, " Agrobacterium vitis", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Agrobacterium", " Agrobacterium vitis"
"SRR13997408", 25567, 170708449, 2819999, " Rhizobium sp. L51/94", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Rhizobium", " Rhizobium sp. L51/94"
"SRR17867610", 159506, 1324157819, 2552942, " Boseongicola sp. CCM32", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Rhodobacteraceae", " Boseongicola", " Boseongicola sp. CCM32"
"SRR1173496", 3311385, 668899770, 1427332, " Bartonella bacilliformis str. Heidi Mejia", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Bartonellaceae", " Bartonella", " Bartonella bacilliformis"
"SRR12224171", 55066976, 4095882797, 13689, " Sphingomonas paucimobilis", " Bacteria", " NA", " Alphaproteobacteria", " Sphingomonadales", " Sphingomonadaceae", " Sphingomonas", " Sphingomonas paucimobilis"
"SRR1709055", 1115796, 541201830, 1577900, " Leisingera sp. ANG-M6", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Roseobacteraceae", " Leisingera", " Leisingera sp. ANG-M6"
"SRR530341", 6632600, 1339785200, 1094555, " Bartonella elizabethae F9251 = ATCC 49927", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Bartonellaceae", " Bartonella", " Bartonella elizabethae"
"SRR19881231", 3537941, 989636404, 104101, " Acetobacter indonesiensis", " Bacteria", " Proteobacteria", " Alphaproteobacteria", " Rhodospirillales", " Acetobacteraceae", " Acetobacter", " Acetobacter indonesiensis"
"SRR3925140", 12162008, 437832288, 639283, " Starkeya novella DSM 506", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Xanthobacteraceae", " Starkeya", " Starkeya novella"
"SRR16324176", 23198414, 2319841400, 2885645, " Rhodobacterales bacterium HKCCA1071", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " NA", " NA", " Rhodobacterales bacterium HKCCA1071"
"SRR16962976", 14424780, 4327434000, 1128331, " Sinorhizobium fredii CCBAU 45436", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Rhizobiaceae", " Sinorhizobium", " Sinorhizobium fredii"
"SRR10295197", 408281, 204140500, 1785988, " Bombella apis", " Bacteria", " NA", " Alphaproteobacteria", " Rhodospirillales", " Acetobacteraceae", " Bombella", " Bombella apis"
"ERR1873183", 951195, 527179755, 475083, " Roseovarius aestuarii", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Rhodobacteraceae", " Roseovarius", " Roseovarius aestuarii"
"SRR2133224", 561286, 243540835, 1891196, " Pelagibacteraceae bacterium ETNP-OMZ-SAG-B3", " Bacteria", " NA", " Alphaproteobacteria", " Pelagibacterales", " Pelagibacteraceae", " NA", " Pelagibacteraceae bacterium ETNP-OMZ-SAG-B3"
"SRR1609768", 3338929, 1452141159, 1549858, " Sphingomonas taxi", " Bacteria", " NA", " Alphaproteobacteria", " Sphingomonadales", " Sphingomonadaceae", " Sphingomonas", " Sphingomonas taxi"
"SRR7188030", 21930024, 6579007200, 375, " Bradyrhizobium japonicum", " Bacteria", " NA", " Alphaproteobacteria", " Rhizobiales", " Bradyrhizobiaceae", " Bradyrhizobium", " Bradyrhizobium japonicum"
"SRR8998296", 11748039, 587401950, 444178, " Brucella ovis ATCC 25840", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Brucellaceae", " Brucella", " Brucella ovis"
"SRR1910429", 23168747, 1158437350, 408, " Methylorubrum extorquens", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Methylobacteriaceae", " Methylorubrum", " Methylorubrum extorquens"
"SRR3925454", 8704752, 313371072, 555217, " Zymomonas mobilis subsp. mobilis ATCC 10988", " Bacteria", " NA", " Alphaproteobacteria", " Sphingomonadales", " Zymomonadaceae", " Zymomonas", " Zymomonas mobilis"
"SRR6873528", 486171, 244057842, 2267275, " Bartonella krasnovii", " Bacteria", " NA", " Alphaproteobacteria", " Hyphomicrobiales", " Bartonellaceae", " Bartonella", " Bartonella krasnovii"
"SRR14461609", 3841783, 1152534900, 459519, " Ancylobacter oerskovii", " Bacteria", " Proteobacteria", " Alphaproteobacteria", " Rhizobiales", " Xanthobacteraceae", " Ancylobacter", " Ancylobacter oerskovii"
"SRR2561606", 1115377, 334334157, 379347, " Tritonibacter mobilis", " Bacteria", " NA", " Alphaproteobacteria", " Rhodobacterales", " Rhodobacteraceae", " Tritonibacter", " Tritonibacter mobilis"
"SRR12012449", 2266510, 663392086, 386305, " Pseudochrobactrum kiredjianiae", " Bacteria", " NA", " Alphaproteobacteria", " Rhizobiales", " Brucellaceae", " Pseudochrobactrum", " Pseudochrobactrum kiredjianiae"
